evaluationIndex,f,Nu,NuBoundary,obj,x1,x2,x3,x4,x5,x6,x7,x8,grad1,grad2,grad3,grad4,grad5,grad6,grad7,grad8
1,1.3271850667129323,8.150113626125934,8.22803446279388,-1.3428546506662462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7935025086940346,2.216790638110311,1.0336503534973396,1.7343584231838127,0.29089373597313006,0.03841167382645505,0.04365638599279631,0.3131028021498006
2,1.315926131415102,8.15091144834419,8.23291333994503,-1.355078650959308,0.0027935025086940346,-0.002216790638110311,-0.0010336503534973396,-0.0017343584231838127,-0.00029089373597313006,-3.841167382645505e-5,-4.365638599279631e-5,-0.0003131028021498006,-1.8682140420371862,1.307814314008171,0.32154038642262517,1.0195030796988913,-0.03363434313141678,-0.14471499798729415,0.21971490279859562,0.3607331692117022
3,1.304067375318707,8.154248399676549,8.201361040962595,-1.3563511417837018,0.013967512543470173,-0.011083953190551554,-0.005168251767486698,-0.008671792115919064,-0.0014544686798656503,-0.00019205836913227525,-0.00021828192996398155,-0.0015655140107490029,1.64324184968756,-0.9280038897309106,-0.9853794992049636,-0.952306813318593,0.1914246369766337,0.10039609900092117,0.34491286698268286,0.14040980911667056
4,1.3031429330244853,8.152738840655934,8.227360869698344,-1.365450012506168,0.008702863979599147,-0.00690617865374392,-0.0032202292287030836,-0.005403211703538861,-0.0009062489146913663,-0.00011966753976413954,-0.00013600689025828152,-0.0009754389302535285,-0.15420933752896548,0.10691394090067696,-0.27221101100682876,0.005303861330907544,0.27672583257554173,0.206061579738126,0.4122308744992642,-0.059379883921906185
5,1.5241726021104856,8.22390227851537,8.268843460536798,-1.1688808041000824,0.024612219750041374,-0.017782313512685253,0.02814066369850398,-0.005050163638770754,-0.03205002909732621,-0.02340854401622687,-0.046744169940303365,0.0059137490745490035,3.017542266559481,-0.008845163146808943,5.028199237212538,2.343764806994164,-0.07881307423263095,-2.5256037554326483,-2.6888008192991197,-1.7604464119821417
6,1.3103819684738927,8.17099245261333,8.24223106016297,-1.3632848275921932,0.01038946217000357,-0.008059190104136235,0.00010443243728114988,-0.005365784026657692,-0.004207893811964602,-0.0025885906997282953,-0.005077077075157119,-0.0002450955907800888,-0.004638369157539124,-0.6024122247726416,-0.7236538646320234,-0.5992799239522562,-0.5795329652295012,-0.37589776955904153,-0.8704696430607006,-1.0277440066306376
7,1.3062120404059026,8.164012480165809,8.236764553861054,-1.3655121076285954,0.009558708439683618,-0.007491260784061872,-0.0015331686800340912,-0.0053842194681061285,-0.0025816298741716446,-0.0013724936253434786,-0.002643294973865332,-0.0006048347729598135,-0.030401142316893726,0.12365969193373072,-0.25269422122753404,0.057762501589397885,-0.2315843974334264,0.12879869902471253,-0.05749095470519716,-0.21384527219703298
8,1.3072265299173305,8.166343969180714,8.239708357310912,-1.3654805907615974,0.009705780351180785,-0.007759068407556873,-0.0009104620932260196,-0.0054715500187921,-0.0024079813422524365,-0.001736557555751253,-0.0028568572870648094,-0.00020908752153134534,0.0920568150027945,-0.23765785500606817,-0.23210264991213592,-0.08991471215125113,-0.2732632531696755,0.027458914149680602,-0.2585372542067699,-0.24538211201197146
9,1.3067136080506525,8.165240235063198,8.238661599593977,-1.3656361773153327,0.009632244395432202,-0.007625164595809373,-0.0012218153866300555,-0.005427884743449115,-0.0024948056082120403,-0.0015545255905473657,-0.0027500761304650708,-0.0004069611472455794,0.08964818148604614,-0.04738764065614909,-0.18231732443163562,0.05205825680854037,-0.21994167067962422,0.1399865058968608,0.07427792566672142,-0.13745314075797044
10,1.3070054950101715,8.166044912517313,8.239396794782698,-1.3655917581640336,0.009669012373306493,-0.007692116501683123,-0.0010661387399280376,-0.005449717381120607,-0.0024513934752322386,-0.0016455415731493094,-0.00280346670876494,-0.0003080243343884624,0.030016323399828515,-0.05828369943061684,-0.2110076481105505,-0.045396172440481664,-0.18911149875711075,0.09748910029516722,-0.30517301812016395,-0.22494465675992892
11,1.307136497486237,8.166057459932542,8.23924316350102,-1.3654188958259923,0.009687396362243639,-0.007725592454619998,-0.0009883004165770286,-0.005460633699956354,-0.0024296874087423375,-0.0016910495644502812,-0.0028301619979148747,-0.00025855592795990384,-0.060673390665288984,-0.20440289931722422,-0.4224407535905472,-0.13301732256121301,-0.30704159882222193,0.014954172143477606,-0.3839670422343122,-0.20462534173226743
12,1.3070714767228984,8.166141761403575,8.239041206549576,-1.3654167155426111,0.009678204367775067,-0.00770885447815156,-0.0010272195782525329,-0.005455175540538481,-0.002440540441987288,-0.0016682955687997952,-0.002816814353339907,-0.0002832901311741831,-0.09313766607155216,-0.1846223804460312,-0.3104816960509682,-0.08665298491228324,-0.3040670377865151,-0.0070614773231003625,-0.4294712814753021,-0.2371065120120308
13,1.3070486796020335,8.166122523505816,8.239001249493883,-1.3654257072599607,0.00967360837054078,-0.007700485489917341,-0.0010466791590902852,-0.005452446460829544,-0.002445966958609763,-0.0016569185709745524,-0.0028101405310524234,-0.00029565723278132276,-0.0596441967081196,-0.1833110191712395,-0.28978217614084034,-0.07901736792370606,-0.2898161731886839,-0.0025884278440635455,-0.4039918599836323,-0.23175739902669967
14,1.307032608217157,8.16613790098412,8.238956470713342,-1.365426793620634,0.009671310371923637,-0.007696300995800232,-0.0010564089495091614,-0.005451081920975076,-0.0024486802169210006,-0.001651230072061931,-0.0028068036199086818,-0.00030184078358489255,-0.05938501794688911,-0.15711121345918233,-0.30591134077295745,-0.1050825139869982,-0.2922093424539973,-0.0028925691362147177,-0.41416874523891867,-0.2124229403193123
15,1.3070238652885773,8.166126651643797,8.238912499912873,-1.3654211831029512,0.009670161372615066,-0.007694208748741677,-0.0010612738447185995,-0.005450399651047841,-0.0024500368460766194,-0.0016483858226056202,-0.002805135164336811,-0.0003049325589866775,-0.07769570026383565,-0.14044152015402211,-0.3374443116053172,-0.1609294133320116,-0.3035437457419299,0.008669422299156793,-0.40830422567872393,-0.2673849493637359
16,1.3070114629855474,8.166184908864912,8.238936415847256,-1.3654405118431956,0.00966958687296078,-0.0076931626252124,-0.0010637062923233185,-0.005450058516084225,-0.002450715160654429,-0.0016469636978774648,-0.0028043009365508755,-0.00030647844668756996,-0.04899875794150965,-0.15558929286318968,-0.2771280563255152,-0.08666539816293284,-0.27856568400741466,-0.007201709699033998,-0.3731147702384918,-0.20590094493622146
17,1.307003873083278,8.166219452487125,8.2389415070599,-1.3654493222395132,0.009669299623133636,-0.007692639563447761,-0.001064922516125678,-0.005449887948602416,-0.002451054317943334,-0.001646252635513387,-0.0028038838226579076,-0.0003072513905380162,-0.03259777742048442,-0.13742810310879428,-0.28035230646594744,-0.11496140777278452,-0.2502451834309749,0.02644850591992931,-0.3764231331155887,-0.16046301619732084
18,1.3070047335604043,8.166203210875702,8.2389710440108,-1.365457846323233,0.009669155998220064,-0.007692378032565442,-0.0010655306280268578,-0.0054498026648615115,-0.002451223896587786,-0.0016458971043313481,-0.0028036752657114236,-0.0003076378624632393,-0.034527049901811324,-0.19762028057546122,-0.28046729604291887,-0.06645851315723039,-0.28015841413586706,0.0412229191127933,-0.3912964028827126,-0.2685073566887075
19,1.3070061078057056,8.166142250122604,8.23957971977845,-1.3656490227779006,0.00966908418576328,-0.007692247267124282,-0.0010658346839774477,-0.005449760022991059,-0.002451308685910012,-0.0016457193387403289,-0.002803570987238182,-0.00030783109842585086,0.007460811571102788,-0.05573257457003322,-0.1993646169576868,0.00779117439431154,-0.19266219654789918,0.12063184968191809,-0.3081464411229806,-0.1089702355099309
20,1.3070058198396457,8.166218644210158,8.23896718569103,-1.3654555956804182,0.009669120091991673,-0.007692312649844862,-0.0010656826560021529,-0.005449781343926286,-0.0024512662912488993,-0.0016458082215358386,-0.0028036231264748027,-0.0003077344804445451,-0.0611228135655173,-0.15359209741694357,-0.27928059618298473,-0.12261309316075053,-0.31399358595596283,0.02192786096655297,-0.4085394707754597,-0.22795524643903775
21,1.3070062195089314,8.166237189464358,8.239010019023414,-1.3654687616098529,0.009669102138877476,-0.007692279958484572,-0.0010657586699898002,-0.005449770683458673,-0.002451287488579456,-0.0016457637801380836,-0.0028035970568564923,-0.000307782789435198,-0.049521143120956346,-0.17546502275844755,-0.2866090684996436,-0.0938891852571011,-0.2970172063619936,0.04451120027049171,-0.3890982164822532,-0.2263977348148094
22,1.3070106162461503,8.166180332098488,8.239002371157154,-1.3654621720310252,0.009669093162320378,-0.007692263612804427,-0.0010657966769836238,-0.005449765353224866,-0.0024512980872447338,-0.0016457415594392064,-0.002803584022047337,-0.0003078069439305244,-0.027117225068540307,-0.16794352196680684,-0.31553621757896,-0.08514675141235717,-0.29922495924095127,0.02237281525829804,-0.41884059449048827,-0.2282754123436037
23,1.307008835449015,8.16619299290582,8.23965610283633,-1.3656705895520047,0.009669088674041829,-0.007692255439964355,-0.0010658156804805358,-0.0054497626881079625,-0.002451303386577373,-0.0016457304490897675,-0.0028035775046427597,-0.0003078190211781876,0.05907747452316148,-0.04374096609272016,-0.1907000112060242,-0.005883942077233861,-0.20166969046575556,0.11415219927690679,-0.32803979175433096,-0.1489521990440945
24,1.3070057704386375,8.166208297564243,8.239109842505249,-1.365500754591997,0.009669090918181102,-0.007692259526384391,-0.0010658061787320798,-0.005449764020666414,-0.0024513007369110535,-0.0016457360042644868,-0.002803580763345048,-0.000307812982554356,-0.008836289144276144,-0.17856203048416397,-0.24412093029557713,-0.09721724575828539,-0.2721832477224906,0.040414174070302344,-0.3447212422907908,-0.20582767285770576
25,1.3070118682592757,8.166266549430631,8.239714131479271,-1.3656860626436866,0.009669089796111465,-0.007692257483174373,-0.0010658109296063077,-0.005449763354387189,-0.0024513020617442133,-0.0016457332266771273,-0.002803579133993904,-0.00030781600186627177,0.07334632396649443,-0.08799741010701023,-0.1844735393110586,0.013858280021095126,-0.17751528481990686,0.11686551908685061,-0.3106359707955031,-0.11291919467759648
26,1.3070010718396432,8.166243028412346,8.239798648456636,-1.3657230316416133,0.009669090357146285,-0.007692258504779382,-0.0010658085541691937,-0.005449763687526802,-0.0024513013993276334,-0.0016457346154708072,-0.002803579948669476,-0.00030781449221031385,0.05824328578596383,-0.050198329263895225,-0.1349087701182361,0.07160487144020067,-0.17800335395268263,0.14328667932972383,-0.28308816980471274,-0.04697652876228808
27,1.3070118390302563,8.16623739977724,8.239068726644843,-1.3654819954438018,0.009669090637663694,-0.007692259015581886,-0.0010658073664506368,-0.0054497638540966075,-0.0024513010681193434,-0.0016457353098676471,-0.0028035803560072623,-0.0003078137373823349,-0.07254949599555527,-0.16142713229705397,-0.2849981776078536,-0.0862867777573495,-0.3006307950155218,0.011402827539530591,-0.39305840060710473,-0.2050775965178886
28,1.307013102014309,8.166250740183544,8.239666011115784,-1.3656696752058475,0.009669090497404989,-0.007692258760180634,-0.0010658079603099151,-0.005449763770811705,-0.0024513012337234884,-0.0016457349626692271,-0.0028035801523383693,-0.00030781411479632436,0.038868695715454926,-0.08759326690221947,-0.21271673117817524,-0.027602437711604644,-0.20350497198862172,0.10055912726181226,-0.2806362453836586,-0.1636231449028136
29,1.3070125652347315,8.166251901066971,8.23967153396569,-1.3656719309181553,0.00966909056753434,-0.00769225888788126,-0.0010658076633802758,-0.005449763812454157,-0.002451301150921416,-0.001645735136268437,-0.0028035802541728156,-0.0003078139260893296,0.06202839519309222,-0.048487602852365086,-0.22409294438285876,-0.018693575050243716,-0.20187291229811777,0.10965969984944035,-0.28974168530693234,-0.16728556741452127
30,1.3070047757779686,8.166282544300339,8.239110749688631,-1.3655019850865353,0.009669090602599018,-0.007692258951731573,-0.0010658075149154564,-0.0054497638332753826,-0.0024513011095203797,-0.001645735223068042,-0.002803580305090039,-0.00030781383173583227,-0.02607462280734829,-0.125314140345667,-0.29420298868576555,-0.08883917239721484,-0.30637739019856447,0.008712545860545262,-0.37140785725731096,-0.19422486627218571
31,1.3070035736321322,8.166272035297284,8.239099435088772,-1.365499547551575,0.009669090585066679,-0.007692258919806417,-0.0010658075891478661,-0.005449763822864769,-0.0024513011302208978,-0.0016457351796682397,-0.0028035802796314273,-0.00030781387891258094,-0.059010478924981236,-0.17586228043364738,-0.2768796474911239,-0.07234792180210725,-0.3005474085699955,0.017160616154199282,-0.3519135320178002,-0.24721860667253903
